senderID,amount,transactionDate,hasMemo,receiverID,senderAcctTenure,receiverAcctTenure,transactionType,transactionDistance,fraud
31202,4.88,20221204,0,91034,322,505,Personal,5.66,0
47525,63.51,20220602,0,94260,408,354,Gift,6.54,0
62218,42.95,20220514,0,94783,628,986,Gift,13.06,0
60308,27.37,20220815,0,99807,592,223,Personal,31.1,1
42716,143.15,20220422,1,90801,941,817,Personal,12.76,1
23728,139.15,20221011,0,98937,699,1052,Personal,4.26,0
34981,28.75,20221231,0,90609,432,271,Gift,28.21,0
72409,103.84,20221223,1,95773,1034,677,Bill,10.54,0
79789,117,20221027,0,97662,1044,412,Personal,37.13,0
75542,132.46,20220607,0,99230,60,792,Bill,17,0
75049,113.42,20221123,0,98243,989,303,Bill,5.5,0
71819,22.61,20220704,1,95517,98,538,Personal,19.56,0
60280,267.47,20220906,0,98355,916,239,Bill,2.96,0
38954,178.77,20220417,0,96120,593,661,Bill,2.83,1
34746,21.43,20220302,0,95537,403,488,Bill,14.78,1
20650,118.49,20221103,0,93317,326,291,Bill,3.02,0
22398,83.58,20220809,1,94309,764,130,,12.68,0
60308,129.05,20220401,1,92421,592,570,,12.05,1
34250,132.25,20220531,0,96428,200,717,Gift,22.61,0
63354,103.37,20220517,1,96502,856,666,Gift,12.2,0
86891,23.4,20220325,1,96297,770,113,Personal,13.01,0
88598,49.4,20221013,0,95169,543,,Gift,21,0
10684,13.36,20220605,1,95773,397,677,Gift,17.1,0
59874,66.98,20220406,1,98531,34,554,Gift,23.45,0
52164,44.15,20220522,1,92346,224,325,Bill,7.61,0
64623,20.92,20220228,0,90373,887,480,Gift,4,0
43792,51.42,20220527,0,98937,943,1052,Gift,8.85,0
50600,146.47,20221220,0,94715,388,224,Bill,28.42,0
57951,225.22,20220801,1,96851,1072,534,Personal,22.86,0
13050,52.27,20220921,0,98531,80,554,Bill,16.01,0
52350,58,20221231,0,98167,139,321,Bill,1.81,0
72091,66.71,20220322,1,93164,533,1052,Personal,19.42,0
47888,98.73,20220609,0,92963,943,449,Bill,14.56,0
85494,6.83,20221214,1,97658,516,130,Personal,23.34,0
29627,44.58,20220301,0,95965,71,618,Personal,21.56,1
51047,149.61,20221218,0,93806,1081,788,,3.88,0
17847,9.63,20220814,0,98937,577,1052,Personal,0.6,1
61324,113.1,20221030,0,95773,221,677,Bill,53.66,0
48197,171.31,20221204,1,95083,225,207,Personal,23.33,0
65918,118.47,20221214,0,94482,925,475,Bill,7.03,0
54221,49.86,20220602,0,93005,438,83,,8.68,0
50293,7.64,20220204,1,95636,221,183,Personal,5.24,0
72477,53.53,20220107,0,92346,360,325,Personal,7.71,0
72477,30.26,20220227,0,96454,360,800,Personal,5.8,0
23048,6.57,20221109,1,91533,570,671,Gift,4.26,0
22963,94.88,20220607,0,97308,652,246,Bill,7.71,0
63354,72.07,20221028,0,96925,856,570,Bill,6.19,0
61736,155.54,20221005,1,92421,648,570,Gift,2.22,0
54242,50.76,20221012,1,98937,992,1052,Bill,12.98,0
64760,163.42,20220718,1,93806,262,788,Personal,9.1,0
29831,117.46,20220505,1,95809,820,666,Gift,6.49,0
25235,158.85,20220414,0,99214,320,840,Bill,12.77,0
26592,140.78,20220809,0,97308,525,246,Personal,13.71,0
79088,95.83,20221215,0,93005,93,83,Personal,1.82,0
70776,1.49,20220518,1,91863,320,941,Bill,15.86,1
69190,9.43,20220913,1,95578,805,476,Gift,5.49,0
19877,73.62,20220315,0,93772,118,624,Personal,3.32,0
29627,19.1,20220807,1,91935,71,89,Personal,31.25,0
10684,33.81,20220601,0,99277,397,829,Personal,31.66,0
62218,18.24,20220130,1,98283,628,233,Gift,1.84,0
61735,169.88,20220402,1,99491,413,986,Personal,7.69,0
16049,84.47,20220328,1,94398,902,408,Bill,21.07,0
81139,11.88,20221002,0,96120,40,661,Gift,14.98,0
45512,26.43,20221021,0,95730,643,268,Personal,2.29,0
16904,9.53,20220905,0,94735,838,341,Personal,21.49,0
57951,44.42,20220103,0,94412,1072,225,Gift,13.22,0
31055,2.77,20230101,0,90943,307,43,Bill,19.28,0
14035,194.8,20220106,0,90612,249,641,Personal,16.65,0
31640,78.27,20220502,0,92947,245,643,Personal,20.49,0
48197,86.44,20220206,0,94715,225,224,Gift,4.14,0
67238,83.35,20220415,1,94387,407,673,Gift,22.39,0
87769,123.34,20220528,1,98283,698,233,Gift,12.93,0
69603,0.95,20221209,0,90868,147,814,Bill,15,0
72978,75.34,20220909,1,99025,325,134,Gift,2.43,0
52350,99.21,20220528,1,99331,139,581,Bill,28.52,0
27244,13.94,20221119,1,98365,853,273,Bill,27.57,0
27244,32.92,20220727,1,98937,853,1052,Personal,23.66,0
88960,66.26,20220126,0,92763,1035,941,Personal,25.19,0
12959,49.31,20221107,0,97744,881,135,Bill,28.81,0
18864,85.43,20221003,0,91351,358,856,Gift,11,0
17268,150.53,20220529,0,98425,797,789,Bill,35.72,0
30264,51.48,20220723,1,90873,903,491,Personal,2.3,1
22963,242.97,20220614,1,95484,652,662,Bill,,0
33283,83.99,20220428,0,94715,505,224,Bill,2.86,1
29673,54.24,20221005,0,95511,19,158,Personal,10.01,0
61736,214.2,20221116,0,94412,648,225,Bill,5.8,0
64760,15.6,20220528,0,97891,262,975,Personal,14.66,0
47864,149.98,20221122,1,96867,863,172,Personal,10.49,0
17731,64.47,20221028,1,95238,637,533,Gift,4.2,0
23048,54.33,20220830,1,94260,570,354,Bill,14.01,0
27134,75.54,20220824,0,96454,817,800,Personal,7.94,0
33042,142.98,20221022,0,96428,676,717,Bill,7.93,0
23048,49.4,20220315,1,96120,570,661,Bill,15.98,0
68306,72.3,20220719,0,91863,124,941,Personal,14.54,0
81139,114.94,20221125,0,94544,40,903,Bill,28.4,0
62627,62.44,20220429,1,96875,808,845,Personal,6.53,0
84994,52.47,20221123,0,93772,348,624,Personal,1.99,1
66483,256.5,20220415,1,99922,434,637,Personal,22.86,0
44732,12.22,20220110,0,92421,829,570,,4.81,0
47646,85.78,20220723,0,93589,267,93,Gift,13.35,0
58066,127.3,20220527,1,91904,556,516,Bill,11.02,0
20391,28.41,20220923,0,91863,549,941,Bill,7.19,0
23235,122.38,20220706,1,99410,239,636,Personal,36.88,0
59663,80.45,20221214,0,95949,526,385,Bill,15.7,0
48197,99.66,20220503,1,92346,225,325,Personal,12.66,0
62092,189.4,20221003,0,91300,223,903,Personal,24.56,0
76745,51.35,20221214,0,96502,399,666,Gift,6.89,0
79799,85.07,20220925,1,99843,427,997,,18.04,0
31055,153.42,20221231,1,98721,307,514,Bill,28.72,0
57647,136.03,20220904,0,99277,618,829,Bill,39.33,0
47525,17.8,20220114,1,90232,408,320,,0.91,0
16891,17.33,20220830,0,98244,830,432,,0.43,1
53507,16.98,20220312,0,91381,533,789,Gift,0.04,0
89966,50.39,20220525,1,96875,528,845,Personal,28.19,0
64760,12.11,20220915,0,90719,262,166,Personal,0.38,0
61197,11.13,20221101,1,96307,543,827,Bill,10.99,0
72688,144.83,20221205,0,96502,451,666,Gift,7.27,0
88940,56.88,20221025,0,93916,760,1071,Bill,3.66,0
47888,5.52,20221106,0,90563,943,229,Gift,27.73,0
64317,18.83,20220401,1,97348,193,477,Bill,4.32,0
46502,227.05,20220829,0,95773,147,677,Personal,1.01,0
59785,51.11,20220304,1,91017,445,595,Bill,6.39,0
69603,173.27,20220624,0,91300,147,903,Gift,0.84,0
34250,94.78,20220731,1,97761,200,336,Bill,28.13,0
88460,73.41,20220730,0,91115,92,947,Personal,4.03,1
11143,123.86,20221112,1,95730,981,268,,30.07,0
61736,164.2,20220102,1,98517,648,427,Personal,13.6,0
34981,160.91,20220409,1,92796,432,725,Personal,25.74,0
24340,16.86,20220724,0,97761,449,336,Personal,21.83,0
55101,993.18,20221222,1,99214,377,840,Bill,1.71,0
43981,60,20220708,1,98721,1080,514,Personal,14.66,0
31503,54.7,20220515,1,91863,475,941,Personal,5.8,0
54794,34.54,20220628,0,91115,595,947,,12.12,0
82153,73.47,20220216,0,93964,417,97,Bill,24.72,0
47864,105.3,20220226,0,99922,863,637,Bill,5.85,0
68306,3.28,20220111,0,94260,124,354,,17.35,0
47525,41.95,20220429,0,94992,408,193,Gift,22.92,0
85032,100.56,20220217,1,99679,150,445,Bill,34.44,0
59568,54.23,20220903,0,90107,1024,784,Personal,6.45,0
65918,28.76,20221029,1,93544,925,797,,24.49,0
34250,4.22,20220103,0,98167,200,321,Personal,2.17,0
88960,12.77,20220617,1,97119,1035,860,,3.22,0
86601,37.6,20221201,0,98880,833,1006,Gift,3.48,0
62433,58.12,20220726,0,99277,449,829,Personal,15.24,0
26035,0.48,20220720,0,96967,186,643,Bill,8.09,0
41982,78.46,20221227,1,90864,679,1077,Personal,20.03,1
89766,233.04,20220504,1,94706,840,639,,6.87,0
81139,255.27,20221206,0,98880,40,1006,Gift,7.55,0
16904,61.52,20220811,0,92233,838,797,,18.99,0
52530,0.09,20220208,0,97761,1052,336,Bill,8.95,0
88960,42.25,20220521,0,96851,1035,534,Gift,0.69,0
82153,149.62,20220408,1,91935,417,89,Gift,9.28,0
60280,101.32,20220325,1,99410,916,636,Bill,15.33,0
27134,13.51,20220513,0,94007,817,65,Personal,12.36,0
65918,10.92,20221011,0,97673,925,152,Bill,7.62,0
70506,86.45,20221027,0,96428,472,717,Personal,11.47,0
10822,111.28,20221004,1,98283,273,233,Personal,0.73,0
71403,98.59,20220526,1,94992,730,193,Personal,9.06,0
16411,12.63,20220903,1,94007,717,65,Personal,31.83,1
42322,71.29,20220325,0,94715,1062,224,Bill,9.01,0
77586,28.2,20221014,0,97374,140,90,Bill,21.09,0
23728,97.64,20220709,0,94956,699,303,Gift,28.15,0
20391,32.88,20220510,1,90107,549,784,Bill,1.9,0
29738,200.24,20221010,1,94916,910,213,Bill,12.91,0
89720,127.55,20220804,0,99035,730,16,Personal,10.35,0
85021,55.63,20221031,0,93317,854,291,Personal,0.88,0
33222,66.27,20220719,0,98658,83,434,Bill,11.97,0
79088,51.06,20220109,0,94512,93,1093,Bill,23.33,0
54699,58.62,20221113,1,90864,673,1077,Bill,25.68,0
72091,59.24,20220310,0,98721,533,514,Gift,3.31,0
77927,5.46,20221202,0,99807,598,223,Bill,0.07,1
19423,152.88,20220405,0,90864,845,1077,Gift,8.18,1
80887,92.05,20220130,1,97744,779,135,Bill,23.66,0
70776,11.45,20220402,0,99331,320,581,Bill,1.14,0
61736,48.97,20220804,0,94783,648,986,Bill,13.14,0
71467,128.34,20220105,0,97891,599,975,Gift,2.45,0
20684,48.55,20221208,0,94398,372,408,Personal,2.68,0
17268,75.95,20220310,0,92796,797,725,Bill,7.53,0
17976,29.27,20220219,1,93589,16,93,Bill,2.77,0
87998,151.15,20220116,0,94408,354,608,Bill,27.03,0
82767,27.21,20220502,0,91300,612,903,Bill,18.97,0
55608,165.92,20220210,0,90801,794,817,Bill,27.9,0
86952,35.27,20220525,0,96307,792,827,Bill,11.59,0
16904,67.47,20220525,0,97821,838,720,Bill,9.48,0
24340,88.51,20220407,0,91809,449,819,Personal,9.84,0
52071,225.82,20220906,1,94482,319,475,Bill,38.52,0
47864,182.85,20220225,0,90232,863,320,Bill,37.86,0
24340,6.73,20220427,1,98658,449,434,Gift,4.15,0
19877,5.13,20220412,0,95083,118,207,Gift,10.99,0
52652,3.48,20220808,0,99410,643,636,Bill,25.08,1
58155,74.79,20220816,0,99035,568,16,Personal,20.28,0
26035,67.79,20221108,1,94245,186,736,Gift,16.17,0
80154,111.45,20220523,0,95206,281,781,Gift,13.61,0
14236,172.2,20220626,1,94007,268,65,Personal,3.98,0
55608,160.1,20220819,0,98079,794,168,Gift,29.28,0
55679,19.16,20220209,1,96297,216,113,Personal,17.6,0
34562,81.05,20221109,0,96120,1003,661,,5.81,0
54347,11.25,20220911,0,90998,69,449,Bill,1.78,0
24016,16.53,20221017,1,99491,770,986,Bill,3.45,0
77775,97.44,20220527,1,94245,850,736,,21.07,0
64317,81.88,20220208,1,97662,193,412,Personal,34.13,0
16049,94.66,20220308,0,99331,902,581,Bill,19.9,0
51148,240.46,20220326,1,99807,432,223,Personal,19.16,0
34250,11.11,20220108,0,98531,200,554,,40.78,0
60174,123.82,20220915,1,98406,52,662,Bill,8.62,0
15330,34.04,20220720,1,91807,193,773,Bill,18.54,0
33042,292.78,20220517,0,97308,676,246,Bill,29.58,0
60280,240.38,20221214,0,91034,916,505,Personal,20.32,0
22586,60.02,20220717,1,90791,218,712,Bill,17.9,0
61520,23.08,20220709,1,91258,213,73,Bill,20.32,0
86952,290.5,20220919,0,94139,792,628,Bill,9.1,0
38179,129.89,20220206,1,92631,894,322,,3.05,0
54879,45.7,20220526,1,90943,999,43,Personal,15.24,0
30729,108.03,20220822,1,91966,65,147,,11.71,0
57647,115.03,20221025,0,95238,618,533,,7.54,0
24724,16.63,20221229,0,98493,903,498,Bill,2.33,0
75914,49.49,20220403,0,93241,383,906,Bill,3.34,0
81115,45.37,20220104,1,91863,394,941,Gift,6.26,0
76949,52.47,20220411,0,93761,859,527,Personal,11.72,0
27827,25.9,20221027,0,94309,1052,130,Bill,21.05,0
85766,19.58,20221125,0,94234,130,783,Bill,10.26,0
11897,39.27,20220428,1,93241,1093,906,Bill,1.03,0
34746,0.94,20221031,0,98937,403,1052,Bill,0.9,1
16904,137.43,20220518,0,91017,838,595,Bill,22.48,0
85119,118.96,20220401,0,97119,103,860,Bill,42.69,0
48197,48.96,20220905,1,96925,225,570,Bill,11.3,0
51148,81.13,20221213,0,92366,432,262,Bill,2.71,0
63120,38.66,20221113,0,98937,700,1052,Personal,5.35,1
34250,23.43,20221221,0,98714,200,124,Bill,29.74,0
69405,22.43,20220226,0,94398,779,408,Bill,10.98,0
50293,123.28,20220714,1,95206,221,781,Bill,20.68,0
78082,28.35,20220903,0,95013,246,993,Bill,3.67,1
72091,94.71,20220302,0,94512,533,1093,Bill,2.58,0
57951,20.01,20220728,1,94408,1072,608,Personal,18.75,0
87630,142.36,20220830,0,94412,721,225,Gift,11.28,0
73688,47.1,20220331,0,98771,1001,417,Gift,25.26,1
29673,192.19,20221206,0,99214,19,840,Gift,10.61,0
42306,140.61,20220904,0,95517,940,538,Bill,12.12,0
87769,120.16,20220319,1,90801,698,817,Gift,36.19,0
62974,93.65,20221129,0,94007,884,65,Personal,4.67,0
74400,115.8,20221202,0,94613,1077,136,Gift,22.03,0
40115,70.15,20221022,1,95493,828,526,Bill,0.82,0
57496,62.55,20220318,1,94715,225,224,Bill,5.82,0
56191,138.83,20221027,1,91017,158,595,Gift,16.87,1
88129,213.92,20220212,0,98167,996,321,Personal,7.51,1
29789,75.86,20220612,0,98329,378,232,Bill,27.28,0
50247,70.68,20220412,0,92233,827,797,Personal,14.12,0
81371,249.29,20221208,1,96875,819,845,Personal,44.59,0
13050,102.88,20221005,0,90719,80,166,Personal,5.69,1
20391,22.96,20220128,0,95636,549,183,Personal,24.85,0
16904,149.17,20221130,0,90801,838,817,Personal,5.91,0
42306,145.46,20221219,1,98079,940,168,Bill,10.08,0
86442,92.74,20221121,0,93964,347,97,Gift,1.76,0
21132,38.4,20220516,0,99331,790,581,Gift,16.59,0
76949,13.36,20221219,1,94007,859,65,,0.77,0
70506,136.09,20220903,0,95550,472,997,Bill,16.14,0
82767,2.91,20220201,0,96297,612,113,Gift,21.42,0
61107,97.07,20220522,1,98873,611,794,,8.13,1
34562,11.94,20220317,1,99518,1003,859,,34.72,0
61520,65.63,20220914,0,96925,213,570,Gift,1.81,0
14663,26.09,20220521,0,95537,436,488,Personal,10.41,1
70327,11.82,20221021,0,90609,581,271,Personal,21.66,0
24340,132.3,20221127,1,91863,449,941,Personal,30.61,0
86899,87.9,20221202,1,92346,1006,325,Bill,13.77,0
64593,22.87,20220718,1,90028,1065,742,Personal,22.45,1
54347,22.87,20220329,0,90563,69,229,Bill,2.35,0
58567,59.86,20221223,0,92366,491,262,Bill,15.94,0
41687,13.69,20220304,0,93772,157,624,Bill,6.87,1
16411,6.77,20220306,1,99807,717,223,Personal,34.63,1
75914,4.28,20220714,1,94408,383,608,Personal,9.71,0
40672,160.56,20220222,0,93916,1029,1071,Bill,7.95,0
77775,177.85,20220601,1,96144,850,225,Personal,11.14,0
73632,2.62,20220814,0,99385,773,974,Gift,4.95,0
67238,165.57,20220119,0,95238,407,533,Personal,31.74,0
47888,32.49,20221007,0,94783,943,986,Personal,13.59,0
42666,73.51,20221120,0,99878,114,96,Bill,1.37,0
29994,53.77,20220524,1,92702,344,399,,25.09,1
54347,67.21,20221005,1,96454,69,800,Personal,6.26,0
49876,138.74,20220529,0,98676,780,549,Bill,26.26,0
64623,32.24,20220702,0,98244,887,432,Gift,7.55,0
32078,132.79,20220225,0,95527,147,402,Personal,3.99,0
54145,99.43,20220506,0,98493,322,498,Personal,3.4,0
63354,16.04,20220203,1,93916,856,1071,,19.23,0
53885,12,20220212,1,98878,602,593,Bill,8.27,1
54879,93.71,20220728,1,98851,999,824,Gift,23.58,0
27244,57.31,20220429,1,93589,853,93,Bill,8.1,0
24515,56.3,20220611,0,98365,144,273,Bill,30.32,0
88598,104.63,20220708,1,98079,543,168,Bill,3.33,0
17731,59.02,20220919,0,94992,637,193,Bill,4.53,0
26592,119.39,20221031,0,90864,525,1077,Bill,0.99,0
50501,10.32,20221008,0,98243,666,303,Personal,27.17,0
75293,138.12,20220928,0,90008,440,52,Bill,11.88,0
63222,14.22,20220417,1,90791,885,712,Gift,6.27,0
22586,82.69,20220630,0,90609,218,271,Personal,23.12,0
81613,138.91,20221004,1,90008,597,52,Personal,24.31,0
40672,12.43,20220829,0,97339,1029,951,Personal,2.18,0
23186,58.16,20220713,1,97339,477,951,Gift,24.1,0
42322,153.22,20220422,1,92366,1062,262,Personal,17.3,0
59403,110.91,20220201,1,92233,792,797,Bill,21.7,0
45871,96.17,20221020,0,91017,166,595,Bill,4.43,0
85119,104.03,20220902,0,96454,103,800,Personal,28.42,0
68889,7.17,20220224,1,94567,908,918,Gift,16.45,1
66323,33.73,20220520,0,98517,837,427,Bill,6.09,0
47108,130.14,20220515,0,98022,1063,517,Bill,29.12,0
64317,20.57,20220422,1,98937,193,1052,Personal,23.89,0
34562,21.09,20220106,1,94398,1003,408,Bill,1.96,0
72688,137.85,20220821,0,99679,451,445,Gift,20,0
16904,93.35,20221216,1,90801,838,817,Personal,4.69,0
49877,17.72,20221106,0,95308,672,204,Personal,30.8,0
85766,10.74,20220430,0,91921,130,401,Personal,8.74,0
19877,93.79,20220806,0,95550,118,997,Bill,9.23,0
76391,111.46,20220411,0,98244,833,432,Gift,11.86,1
53885,144.31,20220119,1,98365,602,273,Bill,12.49,0
78687,39.49,20220107,1,95809,162,666,,27.28,0
54347,119.8,20220420,1,94309,69,130,Gift,10.35,1
25235,175.12,20220430,0,96925,320,570,Bill,20.08,0
24340,104.06,20221224,0,92796,449,725,Gift,0.66,0
70780,7.97,20220107,1,91935,800,89,Personal,19.24,0
23724,266.93,20220902,1,95517,268,538,Personal,,0
27134,154.46,20220128,0,98873,817,794,,8.61,0
50247,110.22,20220419,0,95083,827,207,Personal,36.7,0
74951,190.07,20220822,0,95517,918,538,Bill,45.03,0
22931,120.74,20220424,1,93164,17,1052,Gift,5.75,1
10822,72.66,20221027,0,98714,273,124,Bill,5.75,0
15188,215.02,20220727,0,97673,726,152,Bill,7.65,1
24515,145.43,20221229,1,99277,144,829,Bill,14.79,0
75560,6.94,20220203,0,93964,605,97,Gift,8.75,0
62892,23.7,20220914,1,94007,1073,65,Personal,11.32,0
15330,13.04,20220321,1,96773,193,672,Bill,12.7,0
87695,151.38,20221127,0,90244,997,996,Bill,32.71,0
25391,17.75,20220212,1,96875,805,845,Bill,29.49,0
38750,139.53,20220917,1,96297,925,113,,7.2,0
59457,59.18,20220730,1,97804,741,599,Bill,1.75,0
23728,28.8,20220922,0,98493,699,498,Personal,1.91,0
70506,7.08,20221106,1,93005,472,83,Personal,11.31,0
63716,82.89,20220516,0,97804,784,599,,1.26,0
85021,160.62,20220123,1,98243,854,303,,4.51,0
84263,41.01,20221113,0,90563,476,229,Personal,2.39,0
88960,154.89,20220220,0,95484,1035,662,Bill,21.66,0
43650,75.57,20220817,0,98425,901,789,Gift,0.99,0
34198,160.57,20220917,0,94715,808,224,Bill,11.49,0
79789,38.4,20220211,0,94398,1044,408,Personal,8.25,0
82008,193.54,20220103,1,92366,204,262,Bill,15.2,0
80154,175.01,20220530,1,90107,281,784,Gift,16.13,0
62248,112.96,20220628,0,95511,528,158,Bill,2.72,0
19423,26.81,20220817,1,91300,845,903,Personal,1.15,1
71979,56.14,20220714,0,98838,705,245,Personal,9.81,0
87695,46.76,20220330,0,91034,997,505,Gift,9.3,0
46266,174.27,20220715,1,93761,690,527,Gift,3.82,1
43650,13.46,20221117,0,99111,901,819,Bill,3.77,0
39949,18.37,20221111,1,93544,267,797,Gift,4.82,0
12959,41.63,20220204,1,95154,881,916,Personal,14.54,0
54221,143.55,20221002,1,97308,438,246,Gift,2.3,0
70281,101.07,20220328,0,96773,332,672,Personal,16.06,0
54145,116.04,20220704,0,94397,322,726,Personal,24.78,0
17976,70.41,20220818,0,93916,16,1071,Personal,24.66,0
24016,200.79,20220709,1,92952,770,157,Bill,16.73,0
43650,8.82,20221202,0,97804,901,599,Personal,0.94,0
17116,160.86,20220305,0,97761,347,336,Personal,4.06,1
86601,125.8,20220215,0,95517,833,538,Bill,13.58,0
51272,76.27,20220411,1,90873,336,491,Personal,19.95,0
82045,37.42,20221014,0,97821,840,720,Gift,27.65,0
69603,132.16,20220728,0,90864,147,1077,Personal,1.37,0
64623,207.07,20220531,0,95169,887,429,Bill,5.47,0
24171,59.35,20220928,0,99329,514,526,Bill,36.56,0
61197,122.86,20220616,0,97348,543,477,Bill,14.31,0
16099,101.79,20220308,1,90864,799,1077,,12.8,0
74964,31.63,20220220,0,93005,641,83,Personal,2.99,1
33222,253.41,20220213,0,96459,83,788,Personal,9,0
58907,75.77,20220924,0,96459,915,788,Bill,11.95,0
77775,139.05,20221111,0,95777,850,188,Bill,11.91,1
70281,120.94,20220813,1,96297,332,113,Gift,24.74,0
49913,181.36,20221122,1,97272,911,894,Personal,33.81,0
46266,62.11,20220607,0,92352,690,278,Bill,32.87,0
16571,30.06,20220906,0,94092,119,80,Gift,17.28,0
27480,43.86,20221208,0,93005,291,83,Bill,6.25,0
72688,89.83,20220420,1,94482,451,475,Gift,12.13,0
52350,124.78,20221129,0,98873,139,794,,19.01,0
52530,40.5,20220906,0,93806,1052,788,Gift,26.31,0
25235,62.63,20221115,0,94509,320,619,Gift,20.22,0
88960,28.82,20220318,0,94735,1035,341,Personal,9.61,0
41876,48.78,20220805,1,92702,429,399,Bill,4.67,0
34900,101.06,20220615,1,99111,517,819,Gift,3.67,0
16049,224.16,20221104,1,98355,902,239,Personal,8.06,0
86952,4.35,20221017,0,93761,792,527,Gift,6.44,0
76922,78.41,20220713,1,91809,861,819,Personal,1.3,0
54699,77.28,20220802,0,97308,673,246,Personal,1.74,0
81371,90.8,20220129,1,90107,819,784,Bill,17.81,0
85021,168.05,20220909,1,95809,854,666,Bill,0.23,0
74749,72.62,20220513,1,95154,594,916,Personal,,0
14732,30.05,20220805,0,95636,385,183,Bill,11.22,0
55499,157.46,20220218,1,92631,860,322,Bill,17.97,1
77775,54.95,20220629,0,95809,850,666,Bill,34.76,0
75293,31.74,20220218,0,96925,440,570,Personal,26.28,0
83055,19.34,20220223,0,93772,73,624,Personal,14.61,1
11329,23.29,20220926,0,99331,381,581,Bill,30.04,0
75414,17.31,20220207,0,96698,340,476,Gift,29.35,0
40771,216.78,20220720,0,99518,1033,859,Bill,17.4,0
42306,121.29,20221208,0,93761,940,527,Personal,16.81,0
50293,95.12,20221221,0,95730,221,268,Bill,12.57,0
45664,63,20221112,1,95013,478,993,Personal,21.67,0
25391,68.12,20221115,1,97308,805,246,Personal,31.99,0
49185,68.16,20220320,0,98244,1063,432,Bill,0.7,0
55852,76.37,20220223,1,91966,942,147,Personal,2.04,0
65347,18.84,20221130,0,98531,488,554,Personal,31.38,0
33222,217.46,20220203,1,95809,83,666,Bill,11.58,0
22741,92.57,20220921,0,98714,183,124,Bill,22.62,0
61736,131.94,20220620,1,98531,648,554,Personal,9.64,0
14737,46.61,20220913,1,96867,76,172,Bill,,0
65340,76.55,20221203,0,91115,1049,947,Bill,0.57,0
23186,150.54,20220930,0,97744,477,135,Personal,19.91,0
55852,157.97,20220707,0,95154,942,916,Bill,17.07,0
57647,103.61,20220328,1,90563,618,229,Bill,18.56,0
31634,103.32,20221031,1,94567,742,918,Bill,41.9,0
40672,69.57,20220907,0,90864,1029,1077,Gift,17.52,0
79789,97.66,20220606,1,96428,1044,717,Gift,40.6,0
20650,143.32,20221211,0,95773,326,677,Gift,29.93,0
74964,132.79,20220708,1,98168,641,241,Bill,14.22,0
83055,63.08,20220921,1,97821,73,720,Personal,9.21,0
89077,147.08,20221204,1,99035,468,16,,16.09,0
61304,34.71,20220719,0,91115,94,947,,,0
52164,56.95,20220713,0,91258,224,73,Personal,11.25,0
23048,63.63,20220103,0,98721,570,514,Bill,18.92,0
16099,17.51,20220604,0,99385,799,974,Personal,5,1
12959,152.69,20220415,1,99277,881,829,Bill,23.35,0
17268,53.22,20220303,1,95578,797,476,Bill,17.53,0
47888,69.86,20220312,1,92366,943,262,Bill,27.44,0
50600,54.18,20220709,0,91034,388,505,Bill,14.12,0
23048,40.89,20220809,0,99410,570,636,Personal,21.53,0
74842,147.49,20220414,0,97761,756,336,Bill,10.59,1
41199,127.72,20220130,0,98365,607,273,Personal,3.28,0
57784,111.49,20221212,0,92947,35,643,Personal,24.67,0
56737,10.46,20220706,0,95511,941,158,Gift,11.3,0
54145,138.28,20220925,1,98851,322,824,Gift,4.76,0
79748,193.16,20220815,1,91935,262,89,,4.94,0
46502,81.74,20220601,0,96502,147,666,Gift,7.27,0
17431,197.64,20220430,0,97744,83,135,Bill,16.17,0
16904,102.15,20220422,0,99679,838,445,,22.27,0
64760,81.68,20220317,1,98365,262,273,Bill,3.36,0
29789,102.4,20220914,0,94245,378,736,Gift,6.38,1
70327,121.63,20220601,1,95206,581,781,Gift,20.5,0
22159,30.98,20221012,0,95238,90,533,Personal,24.12,1
59676,35.47,20221013,0,98873,612,794,Personal,5.03,0
79789,86.99,20221106,0,95083,1044,207,Personal,35.29,0
87517,22.93,20220320,0,92196,305,438,Personal,16.3,0
66483,75.26,20220220,1,97308,434,246,Gift,13.92,0
44157,82.66,20220207,0,99518,455,859,Bill,20.69,1
74951,121.66,20220802,0,98838,918,245,Bill,45.82,0
27134,3.64,20220224,1,93761,817,527,Personal,6.7,0
11221,78.41,20220827,0,91258,139,73,Gift,6.81,0
55852,51.08,20220225,0,98878,942,593,Personal,16.61,0
47108,123.95,20220526,0,95550,1063,997,Bill,8.22,0
69405,60.47,20220830,0,94509,779,619,Gift,10.96,0
47525,116.11,20220205,0,96698,408,476,Personal,4.98,0
81479,34.27,20220204,1,96297,292,113,Bill,9.37,0
82767,17.27,20220711,1,94245,612,736,Personal,22.03,0
84054,59.83,20220425,1,95613,172,99,Gift,10.23,0
75914,57.53,20220925,0,96297,383,113,Personal,7.8,0
75293,33.25,20220212,0,91366,440,1033,Bill,5.12,0
65340,99,20221122,1,95511,1049,158,Bill,2.23,0
77586,41.89,20221212,0,93471,140,493,Bill,1.11,0
75914,44.91,20220430,0,99305,383,397,Gift,4.77,0
85766,12.4,20220824,0,91300,130,903,Personal,37.02,0
83421,14.21,20221126,0,96428,661,717,Personal,0.78,0
64397,30.93,20220121,0,98771,974,417,Bill,18.65,0
14236,147.17,20220203,1,91300,268,903,Personal,24.81,0
20391,58.2,20221106,0,91258,549,73,Personal,9.13,0
